iter	RMSE
341	0.3696073722
342	0.3695586043
343	0.3692376009
344	0.3690518635
345	0.3690313875
346	0.3689424475
347	0.3688351716
348	0.368817998
349	0.3687012293
350	0.3684054613
351	0.3682354133
352	0.3680504559
353	0.3678926434
354	0.3676236027
355	0.3674153124
356	0.3671286223
357	0.367024947
358	0.366799571
359	0.3667188827
360	0.3666926682
361	0.3666775421
362	0.3664538248
363	0.3663084305
364	0.3661315188
365	0.3660333597
366	0.365771131
367	0.3656629452
368	0.3653958178
369	0.3652096704
370	0.3649982447
371	0.3648770122
372	0.3647720601
373	0.3645881139
374	0.3642400852
375	0.3640063804
376	0.3635650577
377	0.3633250509
378	0.3630805281
379	0.3630547566
380	0.3629758451
381	0.3627951222
382	0.3627076793
383	0.3624813823
384	0.3621539925
385	0.3621384477
386	0.3618854232
387	0.361863897
388	0.3615575627
389	0.3613884425
390	0.3613624503
391	0.3612843036
392	0.3611910626
393	0.3611277979
394	0.3609053268
395	0.3606134977
396	0.3604040696
397	0.3602866203
398	0.3601697348
399	0.3601027421
400	0.359874338
401	0.3595748001
402	0.3594771693
403	0.3594468547
404	0.3593598239
405	0.3590597535
406	0.3589133488
407	0.3587876966
408	0.3586063868
409	0.3584902462
410	0.3584079366
411	0.3581951709
412	0.3581585245
413	0.3579729484
414	0.35791702
415	0.3577092526
416	0.3574893419
417	0.3573971385
418	0.3573074973
419	0.3571149053
420	0.3571007708
421	0.3570630887
422	0.3569813927
423	0.3568952342
424	0.3568623152
425	0.3567588334
426	0.3564383028
427	0.3563219237
428	0.3561891843
429	0.3561731248
430	0.3559061519
431	0.3556723518
432	0.3554185676
433	0.3553253443
434	0.3551422898
435	0.3550692571
436	0.3548148921
437	0.3544922877
438	0.3544425162
439	0.3541250647
440	0.3540808248
441	0.3540312366
442	0.3538953449
443	0.3537502381
444	0.353534845
445	0.3532856624
446	0.3530474286
447	0.352771759
448	0.3527546422
449	0.3526244332
450	0.3525346666
451	0.3523405205
452	0.3521165281
453	0.3521019209
454	0.3520929434
455	0.3518101524
456	0.3516681063
457	0.3515590577
458	0.3512243085
459	0.3510642096
460	0.3508910259
461	0.3508017876
462	0.3505093768
463	0.3503815825
464	0.3502010183
465	0.3499687372
466	0.3498137358
467	0.3497428913
468	0.3495552788
469	0.3494649107
470	0.3494011081
471	0.3492433964
472	0.3490573414
473	0.3490457033
474	0.3489063936
475	0.3487068716
476	0.3485905421
477	0.3484343034
478	0.3483044694
479	0.348294722
480	0.3480798405
481	0.347836768
482	0.3475913238
483	0.3473457875
484	0.3471506799
485	0.3468800395
486	0.3468021774
487	0.3465909371
488	0.3464472813
489	0.3462730045
490	0.3462662892
491	0.346108311
492	0.3458526125
493	0.345699698
494	0.3456922336
495	0.3453979191
496	0.3449956375
497	0.3449852054
498	0.344764658
499	0.3445037895
500	0.3444121289
501	0.3442509173
502	0.3440451227
503	0.3440012815
504	0.343922304
505	0.3437032658
506	0.3435343966
507	0.3433574424
508	0.3431901863
509	0.343070844
510	0.3430378273
511	0.3430160104
512	0.3429012661
513	0.3426589862
514	0.3424944702
515	0.3423951971
516	0.3422717379
517	0.3420857119
518	0.3420670838
519	0.3419708642
520	0.3418247453
521	0.3417233609
522	0.3416185291
523	0.3415009013
524	0.3413779665
525	0.3412092946
526	0.3411820499
527	0.3409631212
528	0.3408459302
529	0.3407989995
530	0.3407445727
531	0.3406250139
532	0.3405298995
533	0.3404166676
534	0.340305729
535	0.3402589215
536	0.3401514005
537	0.3399428924
538	0.3396820797
539	0.3395913959
540	0.3395825885
541	0.3395564641
542	0.3393655467
543	0.3392467255
544	0.339110217
545	0.3390274508
546	0.3389320688
547	0.3387712724
548	0.3386205244
549	0.3384100496
550	0.3383622107
551	0.3383524011
552	0.3381751075
553	0.3380854399
554	0.337991871
555	0.3379373865
556	0.337688194
557	0.3376270231
558	0.3375651249
559	0.3373564118
560	0.3372433356
561	0.3371123045
562	0.3369728242
563	0.336790246
564	0.3364991351
565	0.3362293304
566	0.3362018269
567	0.336015274
568	0.335894137
569	0.3358747654
570	0.3357465166
571	0.3357296021
572	0.3355636854
573	0.3353438944
574	0.3353331459
575	0.3352240649
576	0.3351563219
577	0.3351296973
578	0.3350488325
579	0.3350433383
580	0.3350380017
581	0.3348001238
582	0.3346484607
583	0.334492458
584	0.3342893219
585	0.3342736982
586	0.3341996983
587	0.3340769823
588	0.3338688628
589	0.3337573544
590	0.3336898979
591	0.3334631157
592	0.3333963804
593	0.3332546138
594	0.3330240889
595	0.3328327293
596	0.3326972632
597	0.3325469734
598	0.3323877935
599	0.332210607
600	0.3321934826
601	0.3321756315
602	0.3320561093
603	0.3318350917
604	0.331737507
605	0.3316124995
606	0.331520332
607	0.3313639593
608	0.3312982598
609	0.3311792997
610	0.3310776391
611	0.3308515426
612	0.3305931948
613	0.3304464418
614	0.3304399908
615	0.3302512352
616	0.330108815
617	0.330103295
618	0.3300984983
619	0.3300852427
620	0.329978799
621	0.3297053734
622	0.3293966419
623	0.3292324102
624	0.3291784772
625	0.329089037
626	0.328997519
627	0.3288658176
628	0.3287144393
629	0.3285885292
630	0.3284147981
631	0.3282953009
632	0.3282622381
633	0.3280915429
634	0.3280223665
635	0.3279694259
636	0.3279130683
637	0.327908541
638	0.3277640862
639	0.3277596821
640	0.3277264235
641	0.3276731359
642	0.3275477073
643	0.3274220555
644	0.3273632299
645	0.3272530145
646	0.3272075926
647	0.3271045512
648	0.3269215518
649	0.3267287381
650	0.3267187319
651	0.3266054738
652	0.3265172895
653	0.3263779798
654	0.3262143317
655	0.3261011648
656	0.3260637696
657	0.3258831612
658	0.3256475984
659	0.3254743736
660	0.3254034206
661	0.3253936408
662	0.3253227508
663	0.3252798447
664	0.3251670167
665	0.3249618158
666	0.3247954335
667	0.324460489
668	0.3243109874
669	0.3241951734
670	0.3239915488
671	0.323979125
672	0.3238795361
673	0.3238533726
674	0.3238318565
675	0.3237811924
676	0.3237769253
677	0.3237324369
678	0.3236572284
679	0.3234261543
680	0.3231996364
681	0.3231403131
682	0.3231307629
683	0.3230331219
684	0.322921384
685	0.3226828593
686	0.3224876309
687	0.3222542391
688	0.3222478017
689	0.3221052751
690	0.3219764099
691	0.3217802815
692	0.3216607843
693	0.321615575
694	0.3214805983
695	0.3210669454
696	0.3208565305
697	0.3206825046
698	0.3205679119
699	0.3203726162
700	0.3201317091
701	0.3201249866
702	0.3200602751
703	0.3200569607
704	0.3198140358
705	0.3196850072
706	0.3194944935
707	0.3193361086
708	0.3191615952
709	0.3189370963
710	0.3188128911
711	0.3186784065
712	0.3185922185
713	0.3185096233
714	0.3184188252
715	0.3183095421
716	0.3182676497
717	0.3180888589
718	0.317972614
719	0.3178536541
720	0.3177581853
721	0.3176398724
722	0.3175183729
723	0.3173645858
724	0.3172532733
725	0.3170525409
726	0.3168675271
727	0.3167792517
728	0.3167524933
729	0.3166994053
730	0.3165122957
731	0.3163898235
732	0.3163864522
733	0.3163217508
734	0.3162773618
735	0.3161408806
736	0.3159611741
737	0.3159133459
738	0.3158261453
739	0.3157439013
740	0.3156117072
741	0.3154735681
742	0.3154232404
743	0.3153452784
744	0.3151310011
745	0.3151118296
746	0.3150595075
747	0.3150561604
748	0.3149947684
749	0.3149080623
750	0.3148311648
751	0.3147136119
752	0.3145785882
753	0.3145562404
754	0.314470853
755	0.3142861537
756	0.3140902032
757	0.3140066483
758	0.3139582031
759	0.3138086031
760	0.3137596515
761	0.3136793793
762	0.3135510527
763	0.3133418383
764	0.3131813773
765	0.3131200184
766	0.3130040675
767	0.3129025745
768	0.3127895528
769	0.3126742293
770	0.3125767491
771	0.3124507589
772	0.3123366542
773	0.3122302333
774	0.312083502
775	0.3120015489
776	0.3118420533
777	0.3117057905
778	0.3116559921
779	0.3116497836
780	0.3115923212
781	0.3114505556
782	0.3113788451
783	0.3113049441
784	0.3111165446
785	0.3110579231
786	0.310972619
787	0.310798631
788	0.3107454134
789	0.3107419367
790	0.3106721146
791	0.3106603888
792	0.3106560809
793	0.3104616174
794	0.3103169773
795	0.310307606
796	0.3102631817
797	0.3102562933
798	0.3102530239
799	0.3101077862
800	0.3100635564
801	0.3099016119
802	0.3097901161
803	0.3095968185
804	0.3095357747
805	0.3094544334
806	0.3092251373
807	0.3090597258
808	0.3090081544
809	0.3089171387
810	0.3088444663
811	0.3086958736
812	0.308655032
813	0.308558895
814	0.3082736059
815	0.3081863074
816	0.3080900129
817	0.3080233662
818	0.3079540039
819	0.3079162244
820	0.3078290723
821	0.3077970637
822	0.3077737061
823	0.3077245977
824	0.307716493
825	0.3075923339
826	0.3074094789
827	0.3073135904
828	0.3071901796
829	0.3070765041
830	0.3070671093
831	0.3069597625
832	0.3068899636
833	0.306673532
834	0.3066017431
835	0.306483917
836	0.3063438531
837	0.306340785
838	0.3062199192
839	0.3061379198
840	0.3060826841
841	0.3060714211
842	0.3057901955
843	0.3057564085
844	0.3055821925
845	0.3054536061
846	0.3054245314
847	0.3053491441
848	0.3051690898
849	0.3049953165
850	0.3048591311
851	0.3048568233
852	0.3047823003
853	0.3046855148
854	0.3045704234
855	0.3045413153
856	0.3044763567
857	0.304339204
858	0.3041807334
859	0.3040263664
860	0.3040237959
861	0.3037881203
862	0.303725735
863	0.3035563876
864	0.3034983694
865	0.3034398331
866	0.3033547347
867	0.303287679
868	0.3032237917
869	0.3030334364
870	0.3029723164
871	0.3028115328
872	0.3027367665
873	0.3026809887
874	0.3025377449
875	0.3025044471
876	0.3022429959
877	0.3021510568
878	0.3021009469
879	0.302003725
880	0.301996346
881	0.301897212
882	0.3018045617
883	0.3017167179
884	0.301692266
885	0.3015734426
886	0.3015705906
887	0.3014735464
888	0.3013664639
889	0.3011991989
890	0.3011252608
891	0.3010868245
892	0.3010081165
893	0.3009252841
894	0.3007562214
895	0.3006778443
896	0.3006510325
897	0.3005488711
898	0.300495395
899	0.3004459193
900	0.3004033107
901	0.3003243993
902	0.3002602797
903	0.3002322325
904	0.3001572428
905	0.3000546051
906	0.3000007423
907	0.2998689018
908	0.2998119276
909	0.2997942966
910	0.299710327
911	0.2996188239
912	0.2993850091
913	0.299382223
914	0.2992147526
915	0.2991234392
916	0.2991212211
917	0.298997839
918	0.2988855683
919	0.2987421966
920	0.2986498071
921	0.298624406
922	0.2985333935
923	0.2985307874
924	0.2984807462
925	0.2984623258
926	0.298417763
927	0.2982602799
928	0.2981256072
929	0.2981234448
930	0.2979679018
931	0.297916202
932	0.2978606388
933	0.2976502851
934	0.2975069433
935	0.2973996906
936	0.2973299937
937	0.2972607932
938	0.2971337777
939	0.2970010543
940	0.2969716146
941	0.2968804205
942	0.2967875729
943	0.2967851366
944	0.2967474553
945	0.2965732011
946	0.2964293475
947	0.2962586504
948	0.2962543755
949	0.296085156
950	0.2960327169
951	0.2959618199
952	0.2959434152
953	0.2959410025
954	0.2958516142
955	0.2957533884
956	0.2955998565
957	0.2954309895
958	0.2953231073
959	0.295219859
960	0.29507631
961	0.2950131183
962	0.2948536393
963	0.2948228918
964	0.2948045155
965	0.2947150372
966	0.2946094948
967	0.2945098676
968	0.2943837832
969	0.2942833175
970	0.2940929448
971	0.294067652
972	0.2938628403
973	0.293702006
974	0.2935954579
975	0.2935623823
976	0.2934864643
977	0.2932994423
978	0.2932345897
979	0.293123928
980	0.2931216067
981	0.2930546823
982	0.2930526288
983	0.2929396863
984	0.2928641046
985	0.2927252139
986	0.2925802651
987	0.292493673
988	0.2924118056
989	0.2922999432
990	0.2920953584
991	0.2920434389
992	0.2919711324
993	0.2919038081
994	0.2916969408
995	0.2915370791
996	0.2915306896
997	0.2915244076
998	0.291366298
999	0.2912843688
